Name,class,fold
a1_FV2_MP3.mp3,0,1
ai1_FV2_MP3.mp3,0,1
an1_FV3_MP3.mp3,0,1
ang1_FV3_MP3.mp3,0,1
ao1_FV2_MP3.mp3,0,1
bai1_FV2_MP3.mp3,0,1
bai1_FV3_MP3.mp3,0,1
ban1_FV3_MP3.mp3,0,1
bang1_FV3_MP3.mp3,0,1
bao1_FV2_MP3.mp3,0,1
bei1_FV2_MP3.mp3,0,1
ben1_FV3_MP3.mp3,0,1
beng1_FV3_MP3.mp3,0,1
bi1_FV2_MP3.mp3,0,1
bian1_FV2_MP3.mp3,0,1
biao1_FV2_MP3.mp3,0,1
bie1_FV2_MP3.mp3,0,1
bo1_FV3_MP3.mp3,0,1
bu1_FV2_MP3.mp3,0,1
ca1_FV3_MP3.mp3,0,1
cai1_FV3_MP3.mp3,0,1
can1_FV3_MP3.mp3,0,1
cang1_FV3_MP3.mp3,0,1
cao1_FV3_MP3.mp3,0,1
ce1_FV3_MP3.mp3,0,1
cen1_FV3_MP3.mp3,0,1
ceng1_FV3_MP3.mp3,0,1
cha1_FV3_MP3.mp3,0,1
chai1_FV3_MP3.mp3,0,1
chan1_FV3_MP3.mp3,0,1
chang1_FV3_MP3.mp3,0,1
chao1_FV3_MP3.mp3,0,1
che1_FV3_MP3.mp3,0,1
chen1_FV3_MP3.mp3,0,1
cheng1_FV3_MP3.mp3,0,1
chi1_FV3_MP3.mp3,0,1
chong1_FV3_MP3.mp3,0,1
chou1_FV3_MP3.mp3,0,1
chu1_FV3_MP3.mp3,0,1
chua1_FV2_MP3.mp3,0,1
chui1_FV2_MP3.mp3,0,1
chun1_FV2_MP3.mp3,0,1
chuo1_FV2_MP3.mp3,0,1
ci1_FV3_MP3.mp3,0,1
cong1_FV3_MP3.mp3,0,1
cou1_FV3_MP3.mp3,0,1
cu1_FV3_MP3.mp3,0,1
cui1_FV2_MP3.mp3,0,1
cun1_FV2_MP3.mp3,0,1
cuo1_FV2_MP3.mp3,0,1
dai1_FV2_MP3.mp3,0,1
dan1_FV3_MP3.mp3,0,1
dang1_FV3_MP3.mp3,0,1
dei1_FV2_MP3.mp3,0,1
den1_FV2_MP3.mp3,0,1
deng1_FV3_MP3.mp3,0,1
di1_FV2_MP3.mp3,0,1
dia1_FV2_MP3.mp3,0,1
dian1_FV2_MP3.mp3,0,1
diao1_FV2_MP3.mp3,0,1
die1_FV2_MP3.mp3,0,1
diu1_FV3_MP3.mp3,0,1
dong1_FV3_MP3.mp3,0,1
du1_FV2_MP3.mp3,0,1
duan1_FV2_MP3.mp3,0,1
dui1_FV2_MP3.mp3,0,1
dun1_FV2_MP3.mp3,0,1
duo1_FV2_MP3.mp3,0,1
e1_FV2_MP3.mp3,0,1
ei1_FV2_MP3.mp3,0,1
en1_FV3_MP3.mp3,0,1
er1_FV2_MP3.mp3,0,1
fan1_FV3_MP3.mp3,0,1
fang1_FV3_MP3.mp3,0,1
fei1_FV2_MP3.mp3,0,1
feng1_FV3_MP3.mp3,0,1
fo1_FV3_MP3.mp3,0,1
fou1_FV2_MP3.mp3,0,1
gai1_FV2_MP3.mp3,0,1
gai1_FV3_MP3.mp3,0,1
gan1_FV3_MP3.mp3,0,1
gang1_FV3_MP3.mp3,0,1
gei1_FV2_MP3.mp3,0,1
geng1_FV3_MP3.mp3,0,1
gong1_FV3_MP3.mp3,0,1
gou1_FV2_MP3.mp3,0,1
gua1_FV2_MP3.mp3,0,1
guai1_FV2_MP3.mp3,0,1
guan1_FV2_MP3.mp3,0,1
guang1_FV2_MP3.mp3,0,1
gui1_FV2_MP3.mp3,0,1
gun1_FV2_MP3.mp3,0,1
guo1_FV2_MP3.mp3,0,1
hai1_FV2_MP3.mp3,0,1
han1_FV3_MP3.mp3,0,1
hang1_FV3_MP3.mp3,0,1
hao1_FV2_MP3.mp3,0,1
hao1_FV3_MP3.mp3,0,1
hei1_FV2_MP3.mp3,0,1
hen1_FV3_MP3.mp3,0,1
heng1_FV3_MP3.mp3,0,1
hong1_FV3_MP3.mp3,0,1
hu1_FV2_MP3.mp3,0,1
hua1_FV2_MP3.mp3,0,1
huai1_FV2_MP3.mp3,0,1
huan1_FV2_MP3.mp3,0,1
huang1_FV2_MP3.mp3,0,1
hui1_FV2_MP3.mp3,0,1
hun1_FV2_MP3.mp3,0,1
